measure,location,sex,age,cause,rei,metric,year,val,upper,lower
DALYs (Disability-Adjusted Life Years),World Bank High Income,Both,All ages,All causes,All risk factors,Number,2011,142290621.38234043,154926752.8389858,130635764.85787559
DALYs (Disability-Adjusted Life Years),World Bank High Income,Male,All ages,All causes,All risk factors,Percent,2011,0.48647121214517863,0.5114257311849723,0.4610059307513884
DALYs (Disability-Adjusted Life Years),World Bank High Income,Female,All ages,All causes,All risk factors,Percent,2011,0.37711293934587564,0.40682367653125623,0.3463310280630322
DALYs (Disability-Adjusted Life Years),World Bank High Income,Both,All ages,All causes,All risk factors,Percent,2011,0.43330016072899635,0.4618521385375618,0.40449294549049064
DALYs (Disability-Adjusted Life Years),World Bank High Income,Male,All ages,All causes,All risk factors,Rate,2011,14392.512993314824,15481.994282063188,13362.402591403046
DALYs (Disability-Adjusted Life Years),World Bank High Income,Female,All ages,All causes,All risk factors,Rate,2011,10374.532552959578,11443.07622150902,9324.855386048384
DALYs (Disability-Adjusted Life Years),World Bank High Income,Both,All ages,All causes,All risk factors,Rate,2011,12366.134884172874,13464.310607133124,11353.239400007791
DALYs (Disability-Adjusted Life Years),World Bank High Income,Male,0-14 years,All causes,All risk factors,Number,2012,1848474.0497137117,1998701.2105138677,1686562.404074635
DALYs (Disability-Adjusted Life Years),World Bank High Income,Female,0-14 years,All causes,All risk factors,Number,2012,1540371.050558829,1685575.938485453,1400206.1236805993
DALYs (Disability-Adjusted Life Years),World Bank High Income,Both,0-14 years,All causes,All risk factors,Number,2012,3388845.1002725456,3671676.613970226,3116337.1408456885
DALYs (Disability-Adjusted Life Years),World Bank High Income,Male,0-14 years,All causes,All risk factors,Percent,2012,0.23922719203227155,0.2641535974232799,0.21445575452415722
DALYs (Disability-Adjusted Life Years),World Bank High Income,Female,0-14 years,All causes,All risk factors,Percent,2012,0.22369823261338956,0.24797908439269428,0.1982811205009377
DALYs (Disability-Adjusted Life Years),World Bank High Income,Both,0-14 years,All causes,All risk factors,Percent,2012,0.23190377359283507,0.25613004661662603,0.20778071496721634
DALYs (Disability-Adjusted Life Years),World Bank High Income,Male,0-14 years,All causes,All risk factors,Rate,2012,1830.185682858638,1978.9265315146035,1669.875952904563
DALYs (Disability-Adjusted Life Years),World Bank High Income,Female,0-14 years,All causes,All risk factors,Rate,2012,1606.8501896480798,1758.3218117731992,1460.6360425731998
DALYs (Disability-Adjusted Life Years),World Bank High Income,Both,0-14 years,All causes,All risk factors,Rate,2012,1721.4315552212515,1865.101471692507,1583.0056943376674
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Male,15-19 years,All causes,All risk factors,Number,2009,4082789.597082174,4781606.642414786,3467783.4090001467
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Female,15-19 years,All causes,All risk factors,Number,2009,4119534.846413964,5086436.778066435,3288005.0492945923
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Both,15-19 years,All causes,All risk factors,Number,2009,8202324.443496134,9722199.521439195,6899248.038699856
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Male,15-19 years,All causes,All risk factors,Percent,2009,0.19105464245498383,0.2174136581946894,0.17292986134182775
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Female,15-19 years,All causes,All risk factors,Percent,2009,0.19764587857786464,0.2311088093897232,0.17061514054924495
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Both,15-19 years,All causes,All risk factors,Percent,2009,0.19430505842940396,0.21674498917415375,0.17334945863419093
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Male,15-19 years,All causes,All risk factors,Rate,2009,2866.5895402203932,3357.2397647898447,2434.7842110438205
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Female,15-19 years,All causes,All risk factors,Rate,2009,3073.0691603980245,3794.353630142716,2452.768890889686
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Both,15-19 years,All causes,All risk factors,Rate,2009,2966.702450305874,3516.426756989181,2495.392154099501
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Male,20-54 years,All causes,All risk factors,Number,2009,88246707.17936924,94991485.01470166,82057597.62619857
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Female,20-54 years,All causes,All risk factors,Number,2009,57078889.72504717,63632778.922117725,50754001.28552025
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Both,20-54 years,All causes,All risk factors,Number,2009,145325596.90441647,156969168.35397312,133914974.24640217
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Male,20-54 years,All causes,All risk factors,Percent,2009,0.45932202224384766,0.48382866972794847,0.4366562827392695
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Female,20-54 years,All causes,All risk factors,Percent,2009,0.341211766086738,0.36784039450187866,0.3132117991783383
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Both,20-54 years,All causes,All risk factors,Percent,2009,0.4043557741539763,0.42826187202102756,0.37851566721218444
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Male,20-54 years,All causes,All risk factors,Rate,2009,13993.540710121666,15063.080030468318,13012.115348655689
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Female,20-54 years,All causes,All risk factors,Rate,2009,9196.61611494379,10252.586251988776,8177.542842349087
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Both,20-54 years,All causes,All risk factors,Rate,2009,11614.19590957685,12544.732048996613,10702.276675640398
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Male,All ages,All causes,All risk factors,Number,2012,91107838.86136384,102258298.7245388,80586040.27340174
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Female,All ages,All causes,All risk factors,Number,2012,78257128.19253272,87713663.7244913,69985521.7006488
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Both,All ages,All causes,All risk factors,Number,2012,169364967.05389658,189987309.48228925,151080582.14195916
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Male,All ages,All causes,All risk factors,Percent,2012,0.5015989450442145,0.5300506291029331,0.46865062066801894
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Female,All ages,All causes,All risk factors,Percent,2012,0.4808584535593711,0.5149752083858037,0.44716322405319314
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Both,All ages,All causes,All risk factors,Percent,2012,0.4917951756802802,0.5220095426338285,0.4607233594800638
DALYs (Disability-Adjusted Life Years),World Bank High Income,Male,0-14 years,All causes,All risk factors,Number,2011,1896122.504456225,2050661.912769195,1731443.7995393125
DALYs (Disability-Adjusted Life Years),World Bank High Income,Female,0-14 years,All causes,All risk factors,Number,2011,1576113.1097599207,1722437.4925584965,1435003.5140785743
DALYs (Disability-Adjusted Life Years),World Bank High Income,Both,0-14 years,All causes,All risk factors,Number,2011,3472235.6142161405,3763326.9408599674,3198178.820782272
DALYs (Disability-Adjusted Life Years),World Bank High Income,Male,0-14 years,All causes,All risk factors,Percent,2011,0.24055040114123818,0.2652850325075618,0.2152259738865211
DALYs (Disability-Adjusted Life Years),World Bank High Income,Female,0-14 years,All causes,All risk factors,Percent,2011,0.22519311206444761,0.24997049098195948,0.19991889118971085
DALYs (Disability-Adjusted Life Years),World Bank High Income,Both,0-14 years,All causes,All risk factors,Percent,2011,0.23332140995929213,0.25774757907201307,0.20891563814819147
DALYs (Disability-Adjusted Life Years),World Bank High Income,Male,0-14 years,All causes,All risk factors,Rate,2011,1874.4544621128375,2027.2278629894895,1711.6576319918913
DALYs (Disability-Adjusted Life Years),World Bank High Income,Female,0-14 years,All causes,All risk factors,Rate,2011,1641.4145641140892,1793.8014527982225,1494.4585213952435
DALYs (Disability-Adjusted Life Years),World Bank High Income,Both,0-14 years,All causes,All risk factors,Rate,2011,1760.9685891922259,1908.5975924509194,1621.9787686524296
DALYs (Disability-Adjusted Life Years),World Bank High Income,Male,All ages,All causes,All risk factors,Number,2012,82385807.54217507,88683892.94927058,76405136.68062612
DALYs (Disability-Adjusted Life Years),World Bank High Income,Female,All ages,All causes,All risk factors,Number,2012,60579427.671996064,66793321.05880019,54405343.53410317
DALYs (Disability-Adjusted Life Years),World Bank High Income,Both,All ages,All causes,All risk factors,Number,2012,142965235.21417132,155815235.39541984,131126512.44339669
DALYs (Disability-Adjusted Life Years),World Bank High Income,Male,All ages,All causes,All risk factors,Percent,2012,0.48597994967532276,0.5112479969078623,0.46017863980677765
DALYs (Disability-Adjusted Life Years),World Bank High Income,Female,All ages,All causes,All risk factors,Percent,2012,0.37695953789698344,0.4068007825416795,0.3461374904753703
DALYs (Disability-Adjusted Life Years),World Bank High Income,Both,All ages,All causes,All risk factors,Percent,2012,0.43291939602307,0.4612532831920596,0.4040428349170713
DALYs (Disability-Adjusted Life Years),World Bank High Income,Male,All ages,All causes,All risk factors,Rate,2012,14343.786491636592,15440.315069562166,13302.521394236244
DALYs (Disability-Adjusted Life Years),World Bank High Income,Female,All ages,All causes,All risk factors,Rate,2012,10380.145593309751,11444.881932609107,9322.230477246376
DALYs (Disability-Adjusted Life Years),World Bank High Income,Both,All ages,All causes,All risk factors,Rate,2012,12346.147366775996,13455.84369024324,11323.782623743005
DALYs (Disability-Adjusted Life Years),World Bank High Income,Male,55+ years,All causes,All risk factors,Number,2012,55121341.97371578,58587808.37207369,52002734.63082948
DALYs (Disability-Adjusted Life Years),World Bank High Income,Female,55+ years,All causes,All risk factors,Number,2012,43701461.16157611,47564210.15294961,39940031.30543593
DALYs (Disability-Adjusted Life Years),World Bank High Income,Both,55+ years,All causes,All risk factors,Number,2012,98822803.13529201,106023955.16396783,92059945.94060491
DALYs (Disability-Adjusted Life Years),World Bank High Income,Male,55+ years,All causes,All risk factors,Percent,2012,0.5543974701450577,0.5791271925207212,0.5274770062043986
DALYs (Disability-Adjusted Life Years),World Bank High Income,Female,55+ years,All causes,All risk factors,Percent,2012,0.44757700929876276,0.4807689276552063,0.4157963005908154
DALYs (Disability-Adjusted Life Years),World Bank High Income,Both,55+ years,All causes,All risk factors,Percent,2012,0.5014706005736703,0.5311259950942264,0.47197593873911475
DALYs (Disability-Adjusted Life Years),World Bank High Income,Male,55+ years,All causes,All risk factors,Rate,2012,18441.11470689748,19600.83800445809,17397.769358677135
DALYs (Disability-Adjusted Life Years),World Bank High Income,Female,55+ years,All causes,All risk factors,Rate,2012,11199.45299492422,12189.366709711285,10235.504519339034
DALYs (Disability-Adjusted Life Years),World Bank High Income,Both,55+ years,All causes,All risk factors,Rate,2012,14340.532746716724,15385.517843323776,13359.15019142729
DALYs (Disability-Adjusted Life Years),Lebanon,Male,0-14 years,All causes,All risk factors,Number,2010,33703.45392056145,44946.1498498709,23963.623749280232
DALYs (Disability-Adjusted Life Years),Lebanon,Female,0-14 years,All causes,All risk factors,Number,2010,29054.553441257973,38104.69567382389,21959.893297504244
DALYs (Disability-Adjusted Life Years),Lebanon,Both,0-14 years,All causes,All risk factors,Number,2010,62758.00736181953,82879.04152898009,46322.60819378509
DALYs (Disability-Adjusted Life Years),Lebanon,Male,0-14 years,All causes,All risk factors,Percent,2010,0.36344682265182776,0.42057135659722333,0.2922777349232147
DALYs (Disability-Adjusted Life Years),Lebanon,Female,0-14 years,All causes,All risk factors,Percent,2010,0.3538378479769291,0.41395238296129305,0.28881641598717817
DALYs (Disability-Adjusted Life Years),Lebanon,Both,0-14 years,All causes,All risk factors,Percent,2010,0.35893018110051017,0.4115904572370675,0.296982774641587
DALYs (Disability-Adjusted Life Years),Lebanon,Male,0-14 years,All causes,All risk factors,Rate,2010,5826.443366525801,7770.010671929731,4142.682140560499
DALYs (Disability-Adjusted Life Years),Lebanon,Female,0-14 years,All causes,All risk factors,Rate,2010,5506.075765831506,7221.151818361671,4161.579579947544
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Male,All ages,All causes,All risk factors,Rate,2012,31027.95065326807,34825.38370315412,27444.61631616788
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Female,All ages,All causes,All risk factors,Rate,2012,26170.398948973543,29332.811284596544,23404.24528551493
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Both,All ages,All causes,All risk factors,Rate,2012,28577.05467564271,32056.675150687362,25491.91920501934
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Male,0-14 years,All causes,All risk factors,Number,2012,57698398.03028561,67270631.38767576,48963800.39098464
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Female,0-14 years,All causes,All risk factors,Number,2012,46115327.57122635,53760221.81292666,39666552.63201216
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Both,0-14 years,All causes,All risk factors,Number,2012,103813725.6015119,120604128.08618142,89172564.92407088
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Male,0-14 years,All causes,All risk factors,Percent,2012,0.5132975084392436,0.5535678260287215,0.4644041385784475
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Female,0-14 years,All causes,All risk factors,Percent,2012,0.4848402965839772,0.5313376328036193,0.4348655599960754
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Both,0-14 years,All causes,All risk factors,Percent,2012,0.5002514058857447,0.5440150507272008,0.4541550683094788
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Male,0-14 years,All causes,All risk factors,Rate,2012,43499.9699835307,50716.66711788208,36914.783078889595
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Female,0-14 years,All causes,All risk factors,Rate,2012,35707.14331915948,41626.592420471556,30713.850565641198
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Both,0-14 years,All causes,All risk factors,Rate,2012,39655.521092715404,46069.241012967366,34062.78417183136
DALYs (Disability-Adjusted Life Years),World Bank High Income,Male,15-19 years,All causes,All risk factors,Number,2011,645992.1275382258,795702.8082263797,508441.8280903085
DALYs (Disability-Adjusted Life Years),World Bank High Income,Female,15-19 years,All causes,All risk factors,Number,2011,538471.9265676718,698936.9486678123,400337.66045356804
DALYs (Disability-Adjusted Life Years),World Bank High Income,Both,15-19 years,All causes,All risk factors,Number,2011,1184464.0541058977,1478713.7744298624,917799.6629773173
DALYs (Disability-Adjusted Life Years),World Bank High Income,Male,15-19 years,All causes,All risk factors,Percent,2011,0.16688812516430707,0.19076201899111092,0.14537645238795138
DALYs (Disability-Adjusted Life Years),World Bank High Income,Female,15-19 years,All causes,All risk factors,Percent,2011,0.14827126521131764,0.17893163003911952,0.12179577066125426
DALYs (Disability-Adjusted Life Years),World Bank High Income,Both,15-19 years,All causes,All risk factors,Percent,2011,0.15785058851333553,0.18353510840774792,0.13432045177148833
DALYs (Disability-Adjusted Life Years),World Bank High Income,Male,15-19 years,All causes,All risk factors,Rate,2011,1753.9771295581334,2160.466773601147,1380.5049630861922
DALYs (Disability-Adjusted Life Years),World Bank High Income,Female,15-19 years,All causes,All risk factors,Rate,2011,1552.361136078191,2014.9658731459112,1154.1337528178155
DALYs (Disability-Adjusted Life Years),World Bank High Income,Both,15-19 years,All causes,All risk factors,Rate,2011,1656.1896046585857,2067.6274412775388,1283.3232513160629
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Male,0-14 years,All causes,All risk factors,Number,2011,59685881.621898904,69072020.44020255,50860028.64265708
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Female,0-14 years,All causes,All risk factors,Number,2011,47711874.53079073,55511924.35554976,41113533.29034885
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Both,0-14 years,All causes,All risk factors,Number,2011,107397756.15268992,124550036.24770963,92719994.73109537
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Male,0-14 years,All causes,All risk factors,Percent,2011,0.5168094773605147,0.5581637416055868,0.4666361503162416
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Female,0-14 years,All causes,All risk factors,Percent,2011,0.4876270120845309,0.5359158409454774,0.43545390825695496
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Both,0-14 years,All causes,All risk factors,Percent,2011,0.5034221959422833,0.5465331347049013,0.4540638968723157
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Male,0-14 years,All causes,All risk factors,Rate,2011,46003.843874742604,53238.35986160994,39201.177121982364
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Female,0-14 years,All causes,All risk factors,Rate,2011,37761.654755108735,43935.01917333358,32539.384904504386
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Both,0-14 years,All causes,All risk factors,Rate,2011,41937.31848905581,48635.04345954469,36205.85837764863
DALYs (Disability-Adjusted Life Years),Lebanon,Male,All ages,All causes,All risk factors,Number,2018,371903.07887136523,419586.69028729177,329495.8463661424
DALYs (Disability-Adjusted Life Years),Lebanon,Female,All ages,All causes,All risk factors,Number,2018,265104.9133943725,300205.4780674902,232370.73110174938
DALYs (Disability-Adjusted Life Years),Lebanon,Both,All ages,All causes,All risk factors,Number,2018,637007.9922657377,715003.7566082121,566403.9826833954
DALYs (Disability-Adjusted Life Years),Lebanon,Male,All ages,All causes,All risk factors,Percent,2018,0.5174558528233305,0.5642219371364867,0.4112028829137079
DALYs (Disability-Adjusted Life Years),Lebanon,Female,All ages,All causes,All risk factors,Percent,2018,0.3998531078269222,0.4418664878692933,0.3428564414260782
DALYs (Disability-Adjusted Life Years),Lebanon,Both,All ages,All causes,All risk factors,Percent,2018,0.46081436281172855,0.5037037966440474,0.38677873751190966
DALYs (Disability-Adjusted Life Years),Lebanon,Male,All ages,All causes,All risk factors,Rate,2018,14719.026316622696,16606.22857757894,13040.650399021286
DALYs (Disability-Adjusted Life Years),Lebanon,Female,All ages,All causes,All risk factors,Rate,2018,10197.691320483418,11547.891583194674,8938.517801688555
DALYs (Disability-Adjusted Life Years),Lebanon,Both,All ages,All causes,All risk factors,Rate,2018,12426.178154627825,13947.649273975476,11048.898729324717
DALYs (Disability-Adjusted Life Years),World Bank High Income,Male,20-54 years,All causes,All risk factors,Number,2011,25006055.16918901,27871926.022792548,22412196.615610998
DALYs (Disability-Adjusted Life Years),World Bank High Income,Female,20-54 years,All causes,All risk factors,Number,2011,14865704.574826106,17136404.273875605,12557329.872045208
DALYs (Disability-Adjusted Life Years),World Bank High Income,Both,20-54 years,All causes,All risk factors,Number,2011,39871759.744015194,45020780.1045719,34951727.85507526
DALYs (Disability-Adjusted Life Years),World Bank High Income,Male,20-54 years,All causes,All risk factors,Percent,2011,0.4236083911401536,0.44685777869836946,0.3985482975028417
DALYs (Disability-Adjusted Life Years),World Bank High Income,Female,20-54 years,All causes,All risk factors,Percent,2011,0.2816875949297702,0.30736248919282827,0.2531270460499782
DALYs (Disability-Adjusted Life Years),World Bank High Income,Both,20-54 years,All causes,All risk factors,Percent,2011,0.3566376483681351,0.38215946802623674,0.3288096785587335
DALYs (Disability-Adjusted Life Years),World Bank High Income,Male,20-54 years,All causes,All risk factors,Rate,2011,8680.24285525266,9675.06010382532,7779.84804987873
DALYs (Disability-Adjusted Life Years),World Bank High Income,Female,20-54 years,All causes,All risk factors,Rate,2011,5371.320643475332,6191.776620334435,4537.251822080883
DALYs (Disability-Adjusted Life Years),World Bank High Income,Both,20-54 years,All causes,All risk factors,Rate,2011,7058.93721874367,7970.52506178235,6187.889729462579
DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Male,All ages,All causes,All risk factors,Number,2017,214756918.51400927,237220773.6183414,195342990.04340675
DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Female,All ages,All causes,All risk factors,Number,2017,139123791.42148662,152760995.45679075,126233781.47905098
DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Both,All ages,All causes,All risk factors,Number,2017,353880709.9354956,386984258.25776494,324793679.84821564
DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Male,All ages,All causes,All risk factors,Percent,2017,0.5246724648902202,0.5498545114072126,0.4983825605640422
DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Female,All ages,All causes,All risk factors,Percent,2017,0.41777309391456874,0.44972644795742633,0.38565646610415416
DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Both,All ages,All causes,All risk factors,Percent,2017,0.4767286322715269,0.5046987568792127,0.44731069131244683
DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Male,All ages,All causes,All risk factors,Rate,2017,16352.877712205882,18063.41015049789,14874.584950370729
DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Female,All ages,All causes,All risk factors,Rate,2017,10658.320537080663,11703.071333136055,9670.812532239037
DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Both,All ages,All causes,All risk factors,Rate,2017,13514.254289419277,14778.436702726765,12403.457599780146
DALYs (Disability-Adjusted Life Years),Lebanon,Both,0-14 years,All causes,All risk factors,Rate,2010,5673.612479481328,7492.646501589616,4187.776810936069
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Male,0-14 years,All causes,All risk factors,Number,2013,130704857.80654933,147564534.6207171,115811282.59477785
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Female,0-14 years,All causes,All risk factors,Number,2013,114348913.57924421,128079994.35939035,102245256.26858969
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Both,0-14 years,All causes,All risk factors,Number,2013,245053771.38579378,275852498.57080245,218215621.42473003
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Male,0-14 years,All causes,All risk factors,Percent,2013,0.5692197507227126,0.5922485880060265,0.546133003368045
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Female,0-14 years,All causes,All risk factors,Percent,2013,0.561774318780532,0.5867385016003503,0.5378124261113203
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Both,0-14 years,All causes,All risk factors,Percent,2013,0.5657214066433538,0.5882543587112145,0.5451414638991985
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Male,0-14 years,All causes,All risk factors,Rate,2013,26692.50917206086,30135.587612697134,23650.947445767746
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Female,0-14 years,All causes,All risk factors,Rate,2013,24888.764971786473,27877.42163365178,22254.327331107324
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Both,0-14 years,All causes,All risk factors,Rate,2013,25819.36140112171,29064.377641383493,22991.639594337998
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Male,All ages,All causes,All risk factors,Number,2017,309768276.8166371,338586151.06655306,284061844.6599394
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Female,All ages,All causes,All risk factors,Number,2017,241779939.49832797,264481035.3520005,220251701.9066317
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Both,All ages,All causes,All risk factors,Number,2017,551548216.3149644,602089255.7980838,507792583.88037336
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Male,All ages,All causes,All risk factors,Percent,2017,0.5324748998255896,0.5522224087770536,0.5112395036874433
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Female,All ages,All causes,All risk factors,Percent,2017,0.4609314531553637,0.4853285297406558,0.43509269970523357
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Both,All ages,All causes,All risk factors,Percent,2017,0.4985504849180445,0.5195267795309874,0.4757496975638281
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Male,All ages,All causes,All risk factors,Rate,2017,19824.435898207525,21668.711582796856,18179.285136808747
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Female,All ages,All causes,All risk factors,Rate,2017,15791.090536703201,17273.74067158007,14385.041922366085
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Both,All ages,All causes,All risk factors,Rate,2017,17828.259095746278,19461.94898943061,16413.90087851895
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Male,55+ years,All causes,All risk factors,Number,2012,12580967.097437134,13554533.724510409,11627661.14984395
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Female,55+ years,All causes,All risk factors,Number,2012,10976184.653651893,11953500.806737628,10037472.974819893
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Both,55+ years,All causes,All risk factors,Number,2012,23557151.751088984,25548201.78545454,21649116.53555792
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Male,55+ years,All causes,All risk factors,Percent,2012,0.5802561859800365,0.6055848818867338,0.5551467216376867
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Female,55+ years,All causes,All risk factors,Percent,2012,0.5532800080587594,0.5816220579130749,0.5246257805189637
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Both,55+ years,All causes,All risk factors,Percent,2012,0.5673623841154657,0.5918393075028968,0.5398525495964542
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Male,55+ years,All causes,All risk factors,Rate,2012,38127.098344224774,41077.52896276123,35238.06848391906
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Female,55+ years,All causes,All risk factors,Rate,2012,27874.629890022446,30356.578482581997,25490.71950161822
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Both,55+ years,All causes,All risk factors,Rate,2012,32549.006134384283,35300.04753646868,29912.6666230904
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Male,0-14 years,All causes,All risk factors,Number,2018,49791136.50016598,61922121.21777733,40338310.932965204
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Female,0-14 years,All causes,All risk factors,Number,2018,40011810.79079139,48085443.493493654,33290391.81682756
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Both,0-14 years,All causes,All risk factors,Number,2018,89802947.29095733,110241216.49880736,73691422.93024494
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Male,0-14 years,All causes,All risk factors,Percent,2018,0.5106977320565311,0.5487872000580176,0.4664666595494668
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Female,0-14 years,All causes,All risk factors,Percent,2018,0.48865536658463504,0.5369017159980891,0.4382883526375487
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Both,0-14 years,All causes,All risk factors,Percent,2018,0.5006297919290619,0.5420970848476023,0.4547617101419119
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Male,0-14 years,All causes,All risk factors,Rate,2018,33418.224984855275,41560.15555877633,27073.78953405462
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Female,0-14 years,All causes,All risk factors,Rate,2018,27613.39262649633,33185.25716688216,22974.732754147804
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Both,0-14 years,All causes,All risk factors,Rate,2018,30556.239447749373,37510.53957544141,25074.152154565963
DALYs (Disability-Adjusted Life Years),World Bank High Income,Male,0-14 years,All causes,All risk factors,Number,2018,1594601.3218604752,1778800.7251280444,1423893.5503031462
DALYs (Disability-Adjusted Life Years),World Bank High Income,Female,0-14 years,All causes,All risk factors,Number,2018,1338459.4836087911,1497310.8148878058,1195732.1370018618
DALYs (Disability-Adjusted Life Years),World Bank High Income,Both,0-14 years,All causes,All risk factors,Number,2018,2933060.805469265,3277012.3002277967,2643089.579540176
DALYs (Disability-Adjusted Life Years),World Bank High Income,Male,0-14 years,All causes,All risk factors,Percent,2018,0.22391236627305505,0.24983271702614257,0.19799063228494684
DALYs (Disability-Adjusted Life Years),World Bank High Income,Female,0-14 years,All causes,All risk factors,Percent,2018,0.2085009282230764,0.23439375318674852,0.1822413970969053
DALYs (Disability-Adjusted Life Years),World Bank High Income,Both,0-14 years,All causes,All risk factors,Percent,2018,0.21660043146097196,0.24136198408469528,0.1915541730401378
DALYs (Disability-Adjusted Life Years),World Bank High Income,Male,0-14 years,All causes,All risk factors,Rate,2018,1596.3524863051246,1780.7541742700082,1425.4572463342952
DALYs (Disability-Adjusted Life Years),World Bank High Income,Female,0-14 years,All causes,All risk factors,Rate,2018,1411.0678035290723,1578.5364507765673,1260.5978296923147
